"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 12- 12","1,670.00","1,680.00","1,765.00","1,650.00","33.86M","-0.60%"
"2021- 12- 11","1,680.00","1,540.00","1,700.00","1,520.00","26.65M","9.09%"
"2021- 12- 10","1,540.00","1,605.00","1,655.00","1,535.00","24.91M","-4.05%"
"2021- 12- 09","1,605.00","1,720.00","1,730.00","1,605.00","26.39M","-6.69%"
"2021- 12- 08","1,720.00","1,725.00","1,760.00","1,665.00","34.61M","-0.29%"
"2021- 12- 07","1,725.00","1,760.00","1,845.00","1,715.00","32.98M","-1.99%"
"2021- 12- 06","1,760.00","1,730.00","1,785.00","1,575.00","42.79M","1.73%"
"2021- 12- 05","1,730.00","1,790.00","1,820.00","1,615.00","30.96M","-3.35%"
"2021- 12- 04","1,790.00","1,975.00","1,980.00","1,520.00","88.90M","-9.37%"
"2021- 12- 03","1,975.00","2,145.00","2,160.00","1,950.00","42.56M","-8.14%"
"2021- 12- 02","2,150.00","1,925.00","2,185.00","1,895.00","100.58M","11.69%"
"2021- 12- 01","1,925.00","1,935.00","2,000.00","1,920.00","23.73M","-0.26%"
"2021- 11- 30","1,930.00","2,000.00","2,030.00","1,930.00","33.12M","-3.74%"
"2021- 11- 29","2,005.00","2,010.00","2,035.00","1,955.00","24.09M","-0.50%"
"2021- 11- 28","2,015.00","1,975.00","2,025.00","1,855.00","35.70M","2.03%"
"2021- 11- 27","1,975.00","1,955.00","2,025.00","1,945.00","20.15M","1.02%"
"2021- 11- 26","1,955.00","2,080.00","2,095.00","1,930.00","62.49M","-6.24%"
"2021- 11- 25","2,085.00","2,095.00","2,225.00","2,030.00","101.63M","-0.24%"
"2021- 11- 24","2,090.00","2,190.00","2,195.00","2,010.00","102.63M","-4.57%"
"2021- 11- 23","2,190.00","2,230.00","2,255.00","2,180.00","34.51M","-1.79%"
"2021- 11- 22","2,230.00","2,295.00","2,300.00","2,220.00","23.51M","-2.83%"
"2021- 11- 21","2,295.00","2,375.00","2,380.00","2,290.00","21.64M","-3.37%"
"2021- 11- 20","2,375.00","2,300.00","2,420.00","2,300.00","23.01M","3.26%"
"2021- 11- 19","2,300.00","2,220.00","2,340.00","2,170.00","25.26M","3.60%"
"2021- 11- 18","2,220.00","2,300.00","2,335.00","2,175.00","40.47M","-3.48%"
"2021- 11- 17","2,300.00","2,310.00","2,340.00","2,220.00","39.38M","-0.43%"
"2021- 11- 16","2,310.00","2,470.00","2,470.00","2,295.00","48.25M","-6.29%"
"2021- 11- 15","2,465.00","2,470.00","2,520.00","2,455.00","21.24M","-0.40%"
"2021- 11- 14","2,475.00","2,480.00","2,505.00","2,455.00","11.92M","-0.20%"
"2021- 11- 13","2,480.00","2,495.00","2,525.00","2,465.00","16.71M","-0.60%"
"2021- 11- 12","2,495.00","2,535.00","2,545.00","2,445.00","34.15M","-1.77%"
"2021- 11- 11","2,540.00","2,580.00","2,615.00","2,520.00","30.13M","-1.74%"
"2021- 11- 10","2,585.00","2,740.00","2,810.00","2,460.00","82.47M","-5.48%"
"2021- 11- 09","2,735.00","2,560.00","2,835.00","2,545.00","120.74M","6.84%"
"2021- 11- 08","2,560.00","2,445.00","2,585.00","2,435.00","43.57M","4.92%"
"2021- 11- 07","2,440.00","2,425.00","2,470.00","2,405.00","12.76M","0.62%"
"2021- 11- 06","2,425.00","2,410.00","2,465.00","2,395.00","14.37M","0.41%"
"2021- 11- 05","2,415.00","2,390.00","2,430.00","2,365.00","18.28M","1.05%"
"2021- 11- 04","2,390.00","2,450.00","2,495.00","2,370.00","27.50M","-2.45%"
"2021- 11- 03","2,450.00","2,320.00","2,510.00","2,295.00","94.55M","5.60%"
"2021- 11- 02","2,320.00","2,315.00","2,350.00","2,290.00","29.06M","0.22%"
"2021- 11- 01","2,315.00","2,320.00","2,385.00","2,275.00","29.56M","-0.22%"
"2021- 10- 31","2,320.00","2,330.00","2,390.00","2,300.00","38.77M","-0.43%"
"2021- 10- 30","2,330.00","2,415.00","2,420.00","2,305.00","36.35M","-3.52%"
"2021- 10- 29","2,415.00","2,405.00","2,465.00","2,390.00","29.73M","0.42%"
"2021- 10- 28","2,405.00","2,355.00","2,485.00","2,330.00","33.02M","1.91%"
"2021- 10- 27","2,360.00","2,595.00","2,610.00","2,340.00","47.71M","-9.06%"
"2021- 10- 26","2,595.00","2,600.00","2,650.00","2,590.00","19.19M","-0.19%"
"2021- 10- 25","2,600.00","2,605.00","2,640.00","2,595.00","12.53M","0.00%"
"2021- 10- 24","2,600.00","2,645.00","2,650.00","2,590.00","12.74M","-1.70%"
"2021- 10- 23","2,645.00","2,635.00","2,660.00","2,615.00","10.47M","0.38%"
"2021- 10- 22","2,635.00","2,620.00","2,700.00","2,620.00","22.70M","0.57%"
"2021- 10- 21","2,620.00","2,655.00","2,785.00","2,620.00","46.84M","-1.32%"
"2021- 10- 20","2,655.00","2,590.00","2,690.00","2,560.00","24.93M","2.71%"
"2021- 10- 19","2,585.00","2,630.00","2,645.00","2,575.00","16.90M","-1.52%"
"2021- 10- 18","2,625.00","2,665.00","2,670.00","2,605.00","15.42M","-1.50%"
"2021- 10- 17","2,665.00","2,675.00","2,690.00","2,620.00","14.55M","-0.56%"
"2021- 10- 16","2,680.00","2,725.00","2,755.00","2,675.00","21.02M","-1.65%"
"2021- 10- 15","2,725.00","2,645.00","2,760.00","2,605.00","47.62M","3.02%"
"2021- 10- 14","2,645.00","2,660.00","2,705.00","2,630.00","19.87M","-0.56%"
"2021- 10- 13","2,660.00","2,615.00","2,685.00","2,575.00","19.16M","1.72%"
"2021- 10- 12","2,615.00","2,680.00","2,685.00","2,555.00","27.39M","-2.43%"
"2021- 10- 11","2,680.00","2,720.00","2,755.00","2,650.00","24.39M","-1.11%"
"2021- 10- 10","2,710.00","2,770.00","2,780.00","2,700.00","22.46M","-2.34%"
"2021- 10- 09","2,775.00","2,735.00","2,820.00","2,720.00","37.52M","1.65%"
"2021- 10- 08","2,730.00","2,770.00","2,820.00","2,730.00","28.40M","-1.27%"
"2021- 10- 07","2,765.00","2,680.00","2,875.00","2,615.00","63.81M","3.17%"
"2021- 10- 06","2,680.00","2,680.00","2,715.00","2,560.00","45.16M","0.00%"
"2021- 10- 05","2,680.00","2,675.00","2,720.00","2,635.00","32.86M","0.19%"
"2021- 10- 04","2,675.00","2,740.00","2,740.00","2,620.00","33.28M","-2.19%"
"2021- 10- 03","2,735.00","2,750.00","2,800.00","2,700.00","30.83M","-0.55%"
"2021- 10- 02","2,750.00","2,730.00","2,825.00","2,675.00","40.11M","0.73%"
"2021- 10- 01","2,730.00","2,585.00","2,745.00","2,565.00","59.82M","5.41%"
"2021- 09- 30","2,590.00","2,525.00","2,600.00","2,505.00","41.18M","2.57%"
"2021- 09- 29","2,525.00","2,500.00","2,610.00","2,465.00","44.18M","1.00%"
"2021- 09- 28","2,500.00","2,625.00","2,650.00","2,485.00","41.04M","-4.76%"
"2021- 09- 27","2,625.00","2,705.00","2,755.00","2,625.00","45.56M","-2.96%"
"2021- 09- 26","2,705.00","2,825.00","2,830.00","2,675.00","91.87M","-4.25%"
"2021- 09- 25","2,825.00","2,780.00","3,005.00","2,715.00","168.68M","1.62%"
"2021- 09- 24","2,780.00","2,820.00","2,865.00","2,585.00","151.28M","-1.59%"
"2021- 09- 23","2,825.00","2,790.00","2,840.00","2,650.00","61.73M","1.25%"
"2021- 09- 22","2,790.00","2,475.00","2,800.00","2,420.00","89.31M","12.73%"
"2021- 09- 21","2,475.00","2,605.00","2,720.00","2,450.00","104.87M","-4.99%"
"2021- 09- 20","2,605.00","2,805.00","2,815.00","2,500.00","102.57M","-7.30%"
"2021- 09- 19","2,810.00","2,875.00","2,900.00","2,795.00","27.94M","-2.43%"
"2021- 09- 18","2,880.00","2,860.00","2,935.00","2,835.00","25.34M","0.52%"
"2021- 09- 17","2,865.00","2,900.00","2,920.00","2,840.00","31.19M","-1.21%"
"2021- 09- 16","2,900.00","2,955.00","2,980.00","2,875.00","33.86M","-1.69%"
"2021- 09- 15","2,950.00","2,900.00","3,060.00","2,835.00","66.57M","1.90%"
"2021- 09- 14","2,895.00","2,900.00","2,930.00","2,810.00","58.78M","-0.17%"
"2021- 09- 13","2,900.00","3,090.00","3,115.00","2,855.00","106.87M","-6.30%"
"2021- 09- 12","3,095.00","3,155.00","3,330.00","3,045.00","142.99M","-2.06%"
"2021- 09- 11","3,160.00","2,925.00","3,340.00","2,885.00","195.42M","7.85%"
"2021- 09- 10","2,930.00","3,035.00","3,120.00","2,810.00","88.44M","-3.30%"
"2021- 09- 09","3,030.00","2,985.00","3,130.00","2,875.00","115.46M","1.34%"
"2021- 09- 08","2,990.00","3,035.00","3,095.00","2,645.00","189.39M","-1.32%"
"2021- 09- 07","3,030.00","3,280.00","3,320.00","2,630.00","225.74M","-7.62%"
"2021- 09- 06","3,280.00","3,330.00","3,360.00","3,250.00","50.78M","-1.50%"
"2021- 09- 05","3,330.00","3,280.00","3,375.00","3,250.00","62.66M","1.52%"
"2021- 09- 04","3,280.00","3,430.00","3,435.00","3,260.00","74.00M","-4.23%"
"2021- 09- 03","3,425.00","3,435.00","3,500.00","3,385.00","73.81M","-0.29%"
"2021- 09- 02","3,435.00","3,315.00","3,595.00","3,280.00","163.06M","3.93%"
"2021- 09- 01","3,305.00","3,245.00","3,365.00","3,190.00","66.10M","2.01%"
"2021- 08- 31","3,240.00","3,250.00","3,365.00","3,200.00","91.27M","-0.15%"
"2021- 08- 30","3,245.00","3,345.00","3,405.00","3,225.00","82.36M","-2.99%"
"2021- 08- 29","3,345.00","3,355.00","3,455.00","3,215.00","145.49M","-0.30%"
"2021- 08- 28","3,355.00","3,450.00","3,470.00","3,260.00","126.20M","-2.75%"
"2021- 08- 27","3,450.00","2,990.00","3,450.00","2,940.00","293.77M","15.38%"
"2021- 08- 26","2,990.00","3,195.00","3,245.00","2,930.00","150.08M","-6.27%"
"2021- 08- 25","3,190.00","3,195.00","3,275.00","3,040.00","173.62M","-0.31%"
"2021- 08- 24","3,200.00","3,385.00","3,440.00","3,100.00","221.96M","-5.47%"
"2021- 08- 23","3,385.00","3,170.00","3,460.00","3,140.00","292.40M","6.78%"
"2021- 08- 22","3,170.00","2,865.00","3,180.00","2,860.00","217.21M","10.65%"
"2021- 08- 21","2,865.00","2,865.00","2,955.00","2,810.00","137.60M","-0.17%"
"2021- 08- 20","2,870.00","2,915.00","3,030.00","2,790.00","351.70M","-1.71%"
"2021- 08- 19","2,920.00","2,480.00","2,935.00","2,455.00","232.42M","17.74%"
"2021- 08- 18","2,480.00","2,270.00","2,535.00","2,205.00","142.37M","9.25%"
"2021- 08- 17","2,270.00","2,430.00","2,510.00","2,250.00","88.95M","-6.78%"
"2021- 08- 16","2,435.00","2,525.00","2,540.00","2,420.00","71.20M","-3.56%"
"2021- 08- 15","2,525.00","2,550.00","2,635.00","2,390.00","136.27M","-0.98%"
"2021- 08- 14","2,550.00","2,475.00","2,605.00","2,415.00","222.60M","3.03%"
"2021- 08- 13","2,475.00","2,150.00","2,485.00","2,135.00","274.47M","15.12%"
"2021- 08- 12","2,150.00","2,070.00","2,160.00","1,985.00","119.85M","3.61%"
"2021- 08- 11","2,075.00","1,930.00","2,175.00","1,920.00","133.19M","7.51%"
"2021- 08- 10","1,930.00","1,685.00","1,955.00","1,680.00","99.95M","14.20%"
"2021- 08- 09","1,690.00","1,655.00","1,710.00","1,615.00","43.51M","1.81%"
"2021- 08- 08","1,660.00","1,685.00","1,710.00","1,640.00","44.15M","-1.78%"
"2021- 08- 07","1,690.00","1,615.00","1,705.00","1,605.00","55.98M","4.64%"
"2021- 08- 06","1,615.00","1,600.00","1,640.00","1,580.00","31.68M","0.94%"
"2021- 08- 05","1,600.00","1,585.00","1,615.00","1,565.00","52.28M","0.63%"
"2021- 08- 04","1,590.00","1,610.00","1,620.00","1,545.00","47.28M","-1.24%"
"2021- 08- 03","1,610.00","1,520.00","1,675.00","1,475.00","98.79M","5.92%"
"2021- 08- 02","1,520.00","1,525.00","1,565.00","1,495.00","29.66M","-0.65%"
"2021- 08- 01","1,530.00","1,530.00","1,610.00","1,515.00","37.48M","0.00%"
"2021- 07- 31","1,530.00","1,505.00","1,545.00","1,490.00","20.88M","1.66%"
"2021- 07- 30","1,505.00","1,475.00","1,515.00","1,440.00","31.77M","2.03%"
"2021- 07- 29","1,475.00","1,490.00","1,500.00","1,455.00","21.19M","-1.01%"
"2021- 07- 28","1,490.00","1,475.00","1,530.00","1,455.00","35.80M","1.02%"
"2021- 07- 27","1,475.00","1,450.00","1,515.00","1,400.00","36.46M","1.72%"
"2021- 07- 26","1,450.00","1,430.00","1,625.00","1,415.00","90.76M","1.40%"
"2021- 07- 25","1,430.00","1,440.00","1,440.00","1,390.00","16.16M","0.70%"
"2021- 07- 24","1,420.00","1,405.00","1,435.00","1,395.00","14.87M","1.07%"
"2021- 07- 23","1,405.00","1,390.00","1,415.00","1,355.00","27.03M","0.72%"
"2021- 07- 22","1,395.00","1,385.00","1,425.00","1,360.00","29.19M","0.72%"
"2021- 07- 21","1,385.00","1,255.00","1,430.00","1,230.00","34.33M","10.36%"
"2021- 07- 20","1,255.00","1,340.00","1,350.00","1,215.00","40.39M","-6.34%"
"2021- 07- 19","1,340.00","1,400.00","1,410.00","1,330.00","17.91M","-4.29%"
"2021- 07- 18","1,400.00","1,385.00","1,440.00","1,380.00","12.84M","1.08%"
"2021- 07- 17","1,385.00","1,385.00","1,410.00","1,355.00","17.06M","-0.36%"
"2021- 07- 16","1,390.00","1,445.00","1,465.00","1,375.00","23.52M","-4.14%"
"2021- 07- 15","1,450.00","1,485.00","1,515.00","1,430.00","18.72M","-2.36%"
"2021- 07- 14","1,485.00","1,505.00","1,525.00","1,420.00","29.47M","-1.33%"
"2021- 07- 13","1,505.00","1,550.00","1,560.00","1,485.00","20.28M","-2.90%"
"2021- 07- 12","1,550.00","1,580.00","1,610.00","1,535.00","18.59M","-1.90%"
"2021- 07- 11","1,580.00","1,575.00","1,605.00","1,555.00","10.80M","0.32%"
"2021- 07- 10","1,575.00","1,590.00","1,605.00","1,565.00","14.53M","-0.94%"
"2021- 07- 09","1,590.00","1,580.00","1,620.00","1,520.00","35.73M","0.63%"
"2021- 07- 08","1,580.00","1,645.00","1,650.00","1,570.00","31.94M","-3.95%"
"2021- 07- 07","1,645.00","1,650.00","1,675.00","1,640.00","24.71M","-0.30%"
"2021- 07- 06","1,650.00","1,645.00","1,680.00","1,645.00","29.23M","0.00%"
"2021- 07- 05","1,650.00","1,690.00","1,690.00","1,625.00","45.18M","-2.65%"
"2021- 07- 04","1,695.00","1,670.00","1,695.00","1,665.00","36.13M","2.42%"
"2021- 07- 03","1,655.00","1,630.00","1,660.00","1,595.00","40.26M","1.85%"
"2021- 07- 02","1,625.00","1,565.00","1,625.00","1,565.00","59.45M","4.17%"
"2021- 07- 01","1,560.00","1,605.00","1,605.00","1,540.00","31.23M","-3.11%"
"2021- 06- 30","1,610.00","1,590.00","1,610.00","1,560.00","44.16M","0.94%"
"2021- 06- 29","1,595.00","1,540.00","1,630.00","1,540.00","88.26M","3.24%"
"2021- 06- 28","1,545.00","1,540.00","1,545.00","1,515.00","52.09M","0.32%"
"2021- 06- 27","1,540.00","1,465.00","1,540.00","1,460.00","45.22M","4.76%"
"2021- 06- 26","1,470.00","1,475.00","1,475.00","1,445.00","53.42M","-0.34%"
"2021- 06- 25","1,475.00","1,575.00","1,585.00","1,475.00","102.35M","-6.05%"
"2021- 06- 24","1,570.00","1,450.00","1,570.00","1,450.00","108.83M","8.28%"
"2021- 06- 23","1,450.00","1,345.00","1,450.00","1,345.00","102.56M","7.81%"
"2021- 06- 22","1,345.00","1,390.00","1,390.00","1,325.00","204.40M","-3.58%"
"2021- 06- 21","1,395.00","1,680.00","1,680.00","1,395.00","107.45M","-16.72%"
"2021- 06- 20","1,675.00","1,650.00","1,690.00","1,650.00","50.08M","1.82%"
"2021- 06- 19","1,645.00","1,685.00","1,685.00","1,645.00","25.08M","-2.08%"
"2021- 06- 18","1,680.00","1,745.00","1,745.00","1,680.00","32.09M","-3.72%"
"2021- 06- 17","1,745.00","1,755.00","1,785.00","1,745.00","23.42M","-0.57%"
"2021- 06- 16","1,755.00","1,800.00","1,800.00","1,745.00","32.29M","-2.50%"
"2021- 06- 15","1,800.00","1,805.00","1,820.00","1,790.00","28.62M","-0.28%"
"2021- 06- 14","1,805.00","1,790.00","1,810.00","1,790.00","44.68M","0.84%"
"2021- 06- 13","1,790.00","1,715.00","1,790.00","1,660.00","56.41M","4.07%"
"2021- 06- 12","1,720.00","1,685.00","1,720.00","1,675.00","63.54M","2.08%"
"2021- 06- 11","1,685.00","1,790.00","1,790.00","1,675.00","43.15M","-5.87%"
"2021- 06- 10","1,790.00","1,880.00","1,880.00","1,790.00","48.52M","-4.79%"
"2021- 06- 09","1,880.00","1,830.00","1,880.00","1,775.00","98.03M","3.01%"
"2021- 06- 08","1,825.00","1,825.00","1,825.00","1,745.00","108.02M","0.27%"
"2021- 06- 07","1,820.00","1,955.00","1,980.00","1,820.00","64.30M","-6.91%"
"2021- 06- 06","1,955.00","1,955.00","1,960.00","1,955.00","35.75M","0.00%"
"2021- 06- 05","1,955.00","1,985.00","2,015.00","1,955.00","62.06M","-1.51%"
"2021- 06- 04","1,985.00","2,135.00","2,135.00","1,985.00","128.14M","-7.03%"
"2021- 06- 03","2,135.00","2,040.00","2,135.00","2,040.00","74.17M","4.66%"
"2021- 06- 02","2,040.00","2,040.00","2,070.00","2,040.00","92.08M","-0.24%"
"2021- 06- 01","2,045.00","2,030.00","2,045.00","2,030.00","127.58M","0.74%"
"2021- 05- 31","2,030.00","1,905.00","2,030.00","1,875.00","182.97M","6.01%"
"2021- 05- 30","1,915.00","1,735.00","1,965.00","1,660.00","286.42M","10.37%"
"2021- 05- 29","1,735.00","1,855.00","1,890.00","1,735.00","88.34M","-6.47%"
"2021- 05- 28","1,855.00","2,010.00","2,010.00","1,820.00","156.71M","-7.25%"
"2021- 05- 27","2,000.00","2,140.00","2,140.00","2,000.00","110.36M","-6.54%"
"2021- 05- 26","2,140.00","1,910.00","2,140.00","1,910.00","192.72M","12.34%"
"2021- 05- 25","1,905.00","1,875.00","1,920.00","1,875.00","157.18M","1.33%"
"2021- 05- 24","1,880.00","1,615.00","1,880.00","1,615.00","208.21M","17.13%"
"2021- 05- 23","1,605.00","1,850.00","1,865.00","1,480.00","287.02M","-13.24%"
"2021- 05- 22","1,850.00","2,040.00","2,040.00","1,820.00","138.02M","-9.31%"
"2021- 05- 21","2,040.00","2,280.00","2,280.00","2,010.00","203.58M","-10.33%"
"2021- 05- 20","2,275.00","2,035.00","2,310.00","1,940.00","341.09M","12.07%"
"2021- 05- 19","2,030.00","2,495.00","2,495.00","2,030.00","595.92M","-18.64%"
"2021- 05- 18","2,495.00","2,530.00","2,590.00","2,485.00","176.09M","-1.38%"
"2021- 05- 17","2,530.00","2,865.00","2,865.00","2,495.00","618.90M","-11.69%"
"2021- 05- 16","2,865.00","2,715.00","2,945.00","2,670.00","632.09M","5.52%"
"2021- 05- 15","2,715.00","2,475.00","2,910.00","2,475.00","688.37M","9.92%"
"2021- 05- 14","2,470.00","2,435.00","2,470.00","2,300.00","180.48M","1.44%"
"2021- 05- 13","2,435.00","1,920.00","2,435.00","1,920.00","552.61M","27.49%"
"2021- 05- 12","1,910.00","2,175.00","2,175.00","1,910.00","111.91M","-12.18%"
"2021- 05- 11","2,175.00","2,085.00","2,175.00","2,050.00","99.74M","4.32%"
"2021- 05- 10","2,085.00","2,170.00","2,170.00","2,085.00","154.98M","-3.92%"
"2021- 05- 09","2,170.00","1,980.00","2,215.00","1,965.00","388.73M","9.87%"
"2021- 05- 08","1,975.00","1,980.00","1,980.00","1,915.00","63.18M","-0.25%"
"2021- 05- 07","1,980.00","2,030.00","2,030.00","1,940.00","209.60M","-1.98%"
"2021- 05- 06","2,020.00","1,765.00","2,020.00","1,765.00","296.02M","14.77%"
"2021- 05- 05","1,760.00","1,585.00","1,770.00","1,585.00","88.89M","10.34%"
"2021- 05- 04","1,595.00","1,670.00","1,670.00","1,595.00","62.36M","-4.20%"
"2021- 05- 03","1,665.00","1,600.00","1,665.00","1,600.00","43.94M","3.74%"
"2021- 05- 02","1,605.00","1,615.00","1,615.00","1,580.00","37.42M","-0.62%"
"2021- 05- 01","1,615.00","1,595.00","1,615.00","1,595.00","40.41M","1.25%"
"2021- 04- 30","1,595.00","1,560.00","1,600.00","1,560.00","56.93M","1.92%"
"2021- 04- 29","1,565.00","1,565.00","1,570.00","1,550.00","71.38M","0.00%"
"2021- 04- 28","1,565.00","1,540.00","1,565.00","1,460.00","47.91M","1.95%"
"2021- 04- 27","1,535.00","1,465.00","1,535.00","1,465.00","42.08M","4.78%"
"2021- 04- 26","1,465.00","1,330.00","1,465.00","1,330.00","43.84M","10.15%"
"2021- 04- 25","1,330.00","1,340.00","1,365.00","1,325.00","40.77M","-1.12%"
"2021- 04- 24","1,345.00","1,380.00","1,380.00","1,330.00","53.43M","-2.18%"
"2021- 04- 23","1,375.00","1,320.00","1,375.00","1,320.00","153.02M","4.17%"
"2021- 04- 22","1,320.00","1,520.00","1,520.00","1,320.00","90.81M","-13.44%"
"2021- 04- 21","1,525.00","1,580.00","1,585.00","1,525.00","51.33M","-3.48%"
"2021- 04- 20","1,580.00","1,535.00","1,595.00","1,495.00","99.83M","2.93%"
"2021- 04- 19","1,535.00","1,720.00","1,750.00","1,535.00","74.85M","-10.50%"
"2021- 04- 18","1,715.00","1,780.00","1,780.00","1,590.00","137.01M","-3.65%"
"2021- 04- 17","1,780.00","1,840.00","1,855.00","1,780.00","68.06M","-3.00%"
"2021- 04- 16","1,835.00","1,865.00","1,870.00","1,785.00","119.55M","-1.61%"
"2021- 04- 15","1,865.00","1,855.00","1,865.00","1,810.00","72.09M","0.27%"
"2021- 04- 14","1,860.00","1,790.00","1,915.00","1,790.00","210.30M","3.62%"
"2021- 04- 13","1,795.00","1,720.00","1,815.00","1,690.00","125.02M","4.36%"
"2021- 04- 12","1,720.00","1,665.00","1,720.00","1,665.00","115.78M","3.61%"
"2021- 04- 11","1,660.00","1,610.00","1,665.00","1,600.00","135.89M","3.43%"
"2021- 04- 10","1,605.00","1,575.00","1,605.00","1,575.00","76.66M","2.23%"
"2021- 04- 09","1,570.00","1,585.00","1,585.00","1,565.00","44.10M","-0.95%"
"2021- 04- 08","1,585.00","1,530.00","1,585.00","1,495.00","61.63M","3.93%"
"2021- 04- 07","1,525.00","1,690.00","1,720.00","1,435.00","194.25M","-9.50%"
"2021- 04- 06","1,685.00","1,675.00","1,710.00","1,610.00","221.62M","0.60%"
"2021- 04- 05","1,675.00","1,510.00","1,675.00","1,510.00","114.71M","10.93%"
"2021- 04- 04","1,510.00","1,470.00","1,510.00","1,470.00","41.32M","2.72%"
"2021- 04- 03","1,470.00","1,490.00","1,540.00","1,470.00","81.33M","-1.67%"
"2021- 04- 02","1,495.00","1,465.00","1,510.00","1,465.00","58.36M","2.05%"
"2021- 04- 01","1,465.00","1,455.00","1,480.00","1,455.00","46.52M","0.69%"
"2021- 03- 31","1,455.00","1,465.00","1,465.00","1,415.00","41.61M","-0.68%"
"2021- 03- 30","1,465.00","1,435.00","1,465.00","1,435.00","30.35M","2.45%"
"2021- 03- 29","1,430.00","1,435.00","1,455.00","1,430.00","23.65M","-0.35%"
"2021- 03- 28","1,435.00","1,410.00","1,435.00","1,410.00","26.84M","1.77%"
"2021- 03- 27","1,410.00","1,450.00","1,450.00","1,410.00","35.19M","-3.09%"
"2021- 03- 26","1,455.00","1,350.00","1,485.00","1,350.00","90.94M","7.38%"
"2021- 03- 25","1,355.00","1,325.00","1,375.00","1,325.00","52.55M","2.26%"
"2021- 03- 24","1,325.00","1,350.00","1,370.00","1,325.00","43.56M","-1.49%"
"2021- 03- 23","1,345.00","1,315.00","1,360.00","1,315.00","54.80M","2.28%"
"2021- 03- 22","1,315.00","1,390.00","1,405.00","1,315.00","52.89M","-5.40%"
"2021- 03- 21","1,390.00","1,400.00","1,440.00","1,390.00","47.96M","-0.71%"
"2021- 03- 20","1,400.00","1,515.00","1,515.00","1,400.00","67.43M","-7.59%"
"2021- 03- 19","1,515.00","1,435.00","1,515.00","1,435.00","96.81M","5.57%"
"2021- 03- 18","1,435.00","1,605.00","1,685.00","1,435.00","215.31M","-10.59%"
"2021- 03- 17","1,605.00","1,455.00","1,605.00","1,425.00","169.43M","10.31%"
"2021- 03- 16","1,455.00","1,195.00","1,455.00","1,185.00","208.04M","22.27%"
"2021- 03- 15","1,190.00","1,225.00","1,225.00","1,180.00","78.40M","-2.86%"
"2021- 03- 14","1,225.00","1,275.00","1,275.00","1,225.00","52.08M","-3.54%"
"2021- 03- 13","1,270.00","1,205.00","1,305.00","1,205.00","142.47M","5.39%"
"2021- 03- 12","1,205.00","1,295.00","1,295.00","1,205.00","66.68M","-6.59%"
"2021- 03- 11","1,290.00","1,305.00","1,315.00","1,290.00","47.44M","-1.15%"
"2021- 03- 10","1,305.00","1,370.00","1,370.00","1,305.00","52.11M","-4.74%"
"2021- 03- 09","1,370.00","1,290.00","1,370.00","1,290.00","96.08M","6.20%"
"2021- 03- 08","1,290.00","1,290.00","1,325.00","1,290.00","73.93M","0.00%"
"2021- 03- 07","1,290.00","1,300.00","1,300.00","1,285.00","39.99M","-0.77%"
"2021- 03- 06","1,300.00","1,345.00","1,345.00","1,285.00","53.23M","-3.35%"
"2021- 03- 05","1,345.00","1,300.00","1,345.00","1,245.00","140.65M","3.46%"
"2021- 03- 04","1,300.00","1,410.00","1,410.00","1,280.00","99.09M","-7.80%"
"2021- 03- 03","1,410.00","1,415.00","1,415.00","1,410.00","73.97M","-0.35%"
"2021- 03- 02","1,415.00","1,475.00","1,475.00","1,415.00","92.79M","-4.39%"
"2021- 03- 01","1,480.00","1,505.00","1,505.00","1,430.00","190.27M","-1.66%"
"2021- 02- 28","1,505.00","1,530.00","1,530.00","1,390.00","520.08M","-1.31%"
"2021- 02- 27","1,525.00","1,450.00","1,645.00","1,450.00","482.79M","5.54%"
"2021- 02- 26","1,445.00","1,230.00","1,445.00","1,200.00","331.07M","17.96%"
"2021- 02- 25","1,225.00","1,195.00","1,310.00","1,180.00","161.32M","2.51%"
"2021- 02- 24","1,195.00","1,085.00","1,195.00","1,085.00","263.35M","10.14%"
"2021- 02- 23","1,085.00","1,250.00","1,250.00","1,045.00","495.67M","-13.20%"
"2021- 02- 22","1,250.00","1,250.00","1,250.00","1,155.00","267.19M","-0.40%"
"2021- 02- 21","1,255.00","1,285.00","1,285.00","1,255.00","118.63M","-2.71%"
"2021- 02- 20","1,290.00","1,055.00","1,325.00","1,055.00","318.91M","22.86%"
"2021- 02- 19","1,050.00","1,025.00","1,060.00","1,025.00","94.04M","2.44%"
"2021- 02- 18","1,025.00","979.00","1,035.00","979.00","131.10M","4.81%"
"2021- 02- 17","978.00","969.00","986.00","956.00","123.88M","0.93%"
"2021- 02- 16","969.00","942.00","980.00","942.00","152.29M","2.76%"
"2021- 02- 15","943.00","915.00","950.00","915.00","325.39M","2.95%"
"2021- 02- 14","916.00","980.00","980.00","916.00","214.43M","-6.44%"
"2021- 02- 13","979.00","992.00","996.00","960.00","198.54M","-1.31%"
"2021- 02- 12","992.00","1,000.00","1,000.00","986.00","211.66M","-0.70%"
"2021- 02- 11","999.00","1,005.00","1,005.00","992.00","384.92M","-0.60%"
"2021- 02- 10","1,005.00","738.00","1,005.00","738.00","910.49M","35.99%"
"2021- 02- 09","739.00","718.00","739.00","718.00","159.05M","3.07%"
"2021- 02- 08","717.00","713.00","747.00","711.00","405.35M","0.28%"
